stx_ident,count
stx/stx/2017-06-24 16_30_00.npz,12
stx/stx/2017-09-30 00_30_00.npz,5
stx/stx/2017-09-27 05_00_00.npz,2
stx/stx/2017-01-02 16_30_00.npz,15
stx/stx/2017-08-29 20_00_00.npz,7
stx/stx/2017-08-17 16_00_00.npz,7
stx/stx/2017-02-19 22_00_00.npz,3
stx/stx/2017-09-17 17_00_00.npz,4
stx/stx/2017-07-10 14_30_00.npz,2
stx/stx/2017-12-19 18_00_00.npz,2
stx/stx/2017-01-14 00_30_00.npz,20
stx/stx/2017-01-18 19_30_00.npz,1
stx/stx/2017-07-23 00_30_00.npz,2
stx/stx/2017-04-26 17_00_00.npz,9
stx/stx/2017-07-14 04_00_00.npz,1
stx/stx/2017-06-25 03_30_00.npz,3
stx/stx/2017-06-02 20_30_00.npz,1
stx/stx/2017-10-27 16_00_00.npz,16
stx/stx/2017-08-08 12_00_00.npz,2
stx/stx/2017-05-03 12_30_00.npz,2
stx/stx/2017-07-17 23_30_00.npz,9
stx/stx/2017-12-03 21_00_00.npz,4
stx/stx/2017-08-19 22_30_00.npz,5
stx/stx/2017-07-24 22_30_00.npz,2
stx/stx/2017-03-09 22_30_00.npz,6
stx/stx/2017-03-07 10_30_00.npz,6
stx/stx/2017-07-14 12_00_00.npz,2
stx/stx/2017-04-21 14_30_00.npz,3
stx/stx/2017-07-04 14_00_00.npz,5
stx/stx/2017-12-05 19_30_00.npz,4
stx/stx/2017-03-29 18_30_00.npz,4
stx/stx/2017-02-21 01_00_00.npz,5
stx/stx/2017-12-19 15_00_00.npz,14
stx/stx/2017-01-17 13_30_00.npz,2
stx/stx/2017-06-12 23_00_00.npz,5
stx/stx/2017-07-08 00_00_00.npz,2
stx/stx/2017-07-24 19_30_00.npz,3
stx/stx/2017-05-11 07_30_00.npz,1
stx/stx/2017-09-21 16_00_00.npz,1
stx/stx/2017-07-07 21_30_00.npz,2
stx/stx/2017-08-16 18_00_00.npz,5
stx/stx/2017-04-13 15_30_00.npz,4
stx/stx/2017-05-22 21_30_00.npz,10
stx/stx/2017-08-23 15_00_00.npz,1
stx/stx/2017-07-31 20_00_00.npz,2
stx/stx/2017-04-17 22_00_00.npz,11
stx/stx/2017-04-05 00_30_00.npz,2
stx/stx/2017-05-22 10_30_00.npz,3
stx/stx/2017-01-21 03_00_00.npz,1
stx/stx/2017-01-16 11_30_00.npz,2
stx/stx/2017-05-04 06_30_00.npz,1
stx/stx/2017-10-27 17_30_00.npz,15
stx/stx/2017-12-06 04_00_00.npz,1
stx/stx/2017-01-15 22_30_00.npz,2
stx/stx/2017-07-30 18_30_00.npz,4
stx/stx/2017-08-15 15_00_00.npz,4
stx/stx/2017-03-06 05_00_00.npz,2
stx/stx/2017-07-11 20_30_00.npz,2
stx/stx/2017-08-22 11_30_00.npz,6
stx/stx/2017-06-04 19_30_00.npz,3
stx/stx/2017-05-29 08_00_00.npz,1
stx/stx/2017-05-11 02_00_00.npz,3
stx/stx/2017-08-31 05_00_00.npz,5
stx/stx/2017-07-28 14_00_00.npz,2
stx/stx/2017-07-15 18_00_00.npz,3
stx/stx/2017-06-26 09_00_00.npz,2
stx/stx/2017-08-12 23_30_00.npz,9
stx/stx/2017-08-16 08_30_00.npz,1
stx/stx/2017-04-11 19_30_00.npz,4
stx/stx/2017-06-30 23_00_00.npz,1
stx/stx/2017-01-16 07_30_00.npz,3
stx/stx/2017-02-14 14_00_00.npz,7
stx/stx/2017-06-11 19_00_00.npz,1
stx/stx/2017-08-20 12_00_00.npz,4
stx/stx/2017-11-09 05_00_00.npz,1
stx/stx/2017-06-22 00_00_00.npz,2
stx/stx/2017-09-15 17_30_00.npz,4
stx/stx/2017-06-19 04_00_00.npz,3
stx/stx/2017-02-20 10_30_00.npz,8
stx/stx/2017-04-26 20_00_00.npz,16
stx/stx/2017-12-05 13_00_00.npz,4
stx/stx/2017-07-28 22_30_00.npz,10
stx/stx/2017-09-18 22_30_00.npz,3
stx/stx/2017-07-19 21_00_00.npz,3
stx/stx/2017-09-27 12_00_00.npz,3
stx/stx/2017-04-18 05_00_00.npz,1
stx/stx/2017-08-29 23_30_00.npz,20
stx/stx/2017-09-20 03_30_00.npz,4
stx/stx/2017-06-26 09_30_00.npz,1
stx/stx/2017-02-27 17_30_00.npz,2
stx/stx/2017-09-27 10_00_00.npz,6
stx/stx/2017-08-30 15_00_00.npz,3
stx/stx/2017-01-06 20_00_00.npz,8
stx/stx/2017-07-29 02_00_00.npz,7
stx/stx/2017-05-20 09_30_00.npz,1
stx/stx/2017-10-03 21_00_00.npz,3
stx/stx/2017-08-02 08_30_00.npz,4
stx/stx/2017-03-25 13_00_00.npz,15
stx/stx/2017-07-12 20_00_00.npz,2
stx/stx/2017-04-21 13_30_00.npz,10
stx/stx/2017-10-21 21_00_00.npz,2
stx/stx/2017-04-05 04_00_00.npz,4
stx/stx/2017-08-07 21_30_00.npz,3
stx/stx/2017-03-13 08_30_00.npz,1
stx/stx/2017-04-11 03_30_00.npz,7
stx/stx/2017-11-12 15_30_00.npz,2
stx/stx/2017-08-15 01_00_00.npz,2
stx/stx/2017-07-02 03_30_00.npz,3
stx/stx/2017-08-29 18_00_00.npz,17
stx/stx/2017-10-04 15_30_00.npz,1
stx/stx/2017-04-11 02_30_00.npz,9
stx/stx/2017-03-25 13_30_00.npz,20
stx/stx/2017-09-29 20_30_00.npz,11
stx/stx/2017-04-17 17_00_00.npz,8
stx/stx/2017-05-20 01_00_00.npz,18
stx/stx/2017-08-10 20_30_00.npz,5
stx/stx/2017-08-06 02_30_00.npz,3
stx/stx/2017-02-18 13_00_00.npz,3
stx/stx/2017-07-30 01_00_00.npz,3
stx/stx/2017-05-03 22_00_00.npz,6
stx/stx/2017-04-10 19_30_00.npz,6
stx/stx/2017-05-19 21_30_00.npz,6
stx/stx/2017-05-23 11_30_00.npz,2
stx/stx/2017-07-09 19_00_00.npz,13
stx/stx/2017-07-09 20_30_00.npz,2
stx/stx/2017-07-03 17_00_00.npz,8
stx/stx/2017-05-17 04_30_00.npz,2
stx/stx/2017-08-19 20_00_00.npz,3
stx/stx/2017-07-30 01_30_00.npz,3
stx/stx/2017-07-26 21_00_00.npz,4
stx/stx/2017-03-05 12_30_00.npz,6
stx/stx/2017-07-28 11_30_00.npz,6
stx/stx/2017-06-09 10_30_00.npz,3
stx/stx/2017-07-17 20_00_00.npz,6
stx/stx/2017-08-05 22_00_00.npz,10
stx/stx/2017-08-30 04_00_00.npz,5
stx/stx/2017-09-20 03_00_00.npz,3
stx/stx/2017-08-18 19_00_00.npz,4
stx/stx/2017-06-12 19_00_00.npz,2
stx/stx/2017-09-25 19_00_00.npz,9
stx/stx/2017-01-15 17_00_00.npz,9
stx/stx/2017-03-29 13_00_00.npz,3
stx/stx/2017-05-03 14_30_00.npz,1
stx/stx/2017-07-30 14_30_00.npz,3
stx/stx/2017-10-31 18_30_00.npz,3
stx/stx/2017-08-07 01_00_00.npz,6
stx/stx/2017-02-13 23_00_00.npz,4
stx/stx/2017-08-23 12_30_00.npz,6
stx/stx/2017-12-05 02_00_00.npz,5
stx/stx/2017-07-09 12_00_00.npz,2
stx/stx/2017-09-25 06_00_00.npz,1
stx/stx/2017-12-19 17_30_00.npz,6
stx/stx/2017-01-06 20_30_00.npz,6
stx/stx/2017-01-17 09_30_00.npz,1
stx/stx/2017-09-02 12_00_00.npz,8
stx/stx/2017-12-05 19_00_00.npz,15
stx/stx/2017-02-17 20_30_00.npz,10
stx/stx/2017-08-14 01_00_00.npz,5
stx/stx/2017-02-27 18_00_00.npz,7
stx/stx/2017-06-23 20_30_00.npz,2
stx/stx/2017-09-26 14_00_00.npz,15
stx/stx/2017-09-20 01_00_00.npz,4
stx/stx/2017-01-18 12_00_00.npz,2
stx/stx/2017-08-07 16_30_00.npz,2
stx/stx/2017-12-05 10_30_00.npz,3
stx/stx/2017-03-07 14_30_00.npz,17
stx/stx/2017-08-13 14_30_00.npz,1
stx/stx/2017-06-18 18_00_00.npz,3
stx/stx/2017-02-14 11_00_00.npz,8
stx/stx/2017-08-22 12_00_00.npz,6
stx/stx/2017-04-03 00_00_00.npz,11
stx/stx/2017-08-07 09_00_00.npz,2
stx/stx/2017-01-21 02_30_00.npz,3
stx/stx/2017-08-05 18_30_00.npz,2
stx/stx/2017-04-18 10_30_00.npz,1
stx/stx/2017-08-17 17_00_00.npz,8
stx/stx/2017-05-31 02_30_00.npz,3
stx/stx/2017-05-19 22_30_00.npz,7
stx/stx/2017-07-06 10_00_00.npz,1
stx/stx/2017-07-31 13_30_00.npz,10
stx/stx/2017-07-07 22_30_00.npz,5
stx/stx/2017-05-23 08_00_00.npz,1
stx/stx/2017-07-31 02_30_00.npz,10
stx/stx/2017-03-24 20_30_00.npz,7
stx/stx/2017-09-25 15_00_00.npz,7
stx/stx/2017-08-02 02_00_00.npz,11
stx/stx/2017-08-12 18_30_00.npz,2
stx/stx/2017-02-14 05_30_00.npz,2
stx/stx/2017-12-04 22_30_00.npz,3
stx/stx/2017-03-10 10_00_00.npz,2
stx/stx/2017-09-20 20_00_00.npz,2
stx/stx/2017-08-30 05_00_00.npz,3
stx/stx/2017-09-24 18_30_00.npz,2
stx/stx/2017-04-16 13_00_00.npz,9
stx/stx/2017-06-01 16_30_00.npz,1
stx/stx/2017-04-21 21_00_00.npz,6
stx/stx/2017-05-22 20_30_00.npz,7
stx/stx/2017-02-17 21_00_00.npz,7
stx/stx/2017-08-30 13_30_00.npz,12
stx/stx/2017-07-15 09_00_00.npz,3
stx/stx/2017-08-12 15_00_00.npz,4
stx/stx/2017-09-26 21_00_00.npz,1
stx/stx/2017-02-20 13_00_00.npz,3
stx/stx/2017-06-01 21_00_00.npz,4
stx/stx/2017-06-15 02_00_00.npz,2
stx/stx/2017-07-08 09_00_00.npz,1
stx/stx/2017-06-05 18_30_00.npz,4
stx/stx/2017-04-16 23_30_00.npz,11
stx/stx/2017-09-25 17_00_00.npz,12
stx/stx/2017-09-17 15_00_00.npz,2
stx/stx/2017-03-05 14_00_00.npz,5
stx/stx/2017-08-14 01_30_00.npz,2
stx/stx/2017-07-26 21_30_00.npz,10
stx/stx/2017-05-22 15_30_00.npz,12
stx/stx/2017-08-08 22_30_00.npz,8
stx/stx/2017-07-15 22_30_00.npz,1
stx/stx/2017-05-10 16_30_00.npz,2
stx/stx/2017-08-07 21_00_00.npz,1
stx/stx/2017-05-10 21_00_00.npz,7
stx/stx/2017-12-19 19_30_00.npz,6
stx/stx/2017-07-11 19_30_00.npz,4
stx/stx/2017-09-26 12_00_00.npz,19
stx/stx/2017-09-25 19_30_00.npz,15
stx/stx/2017-05-22 14_30_00.npz,5
stx/stx/2017-05-23 03_30_00.npz,1
stx/stx/2017-04-18 22_00_00.npz,2
stx/stx/2017-05-10 21_30_00.npz,8
stx/stx/2017-03-11 02_00_00.npz,10
stx/stx/2017-07-01 02_30_00.npz,2
stx/stx/2017-10-20 17_30_00.npz,8
stx/stx/2017-05-28 00_30_00.npz,1
stx/stx/2017-08-20 22_00_00.npz,6
stx/stx/2017-01-17 21_00_00.npz,20
stx/stx/2017-08-02 10_30_00.npz,5
stx/stx/2017-07-31 03_30_00.npz,6
stx/stx/2017-03-07 15_30_00.npz,9
stx/stx/2017-04-14 01_00_00.npz,9
stx/stx/2017-09-28 01_30_00.npz,1
stx/stx/2017-04-02 17_00_00.npz,1
stx/stx/2017-04-17 20_30_00.npz,9
stx/stx/2017-01-22 03_00_00.npz,1
stx/stx/2017-07-04 16_00_00.npz,1
stx/stx/2017-05-28 10_30_00.npz,2
stx/stx/2017-06-07 10_30_00.npz,3
stx/stx/2017-07-15 13_30_00.npz,8
stx/stx/2017-01-18 02_30_00.npz,10
stx/stx/2017-09-30 01_00_00.npz,20
stx/stx/2017-04-30 01_30_00.npz,2
stx/stx/2017-07-04 23_30_00.npz,9
stx/stx/2017-06-29 17_00_00.npz,6
stx/stx/2017-05-30 18_00_00.npz,1
stx/stx/2017-09-20 00_00_00.npz,1
stx/stx/2017-04-16 19_00_00.npz,4
stx/stx/2017-09-29 00_00_00.npz,2
stx/stx/2017-09-21 03_00_00.npz,1
stx/stx/2017-07-03 16_30_00.npz,2
stx/stx/2017-07-01 00_00_00.npz,4
stx/stx/2017-04-21 23_00_00.npz,5
stx/stx/2017-08-07 09_30_00.npz,7
stx/stx/2017-08-04 09_30_00.npz,2
stx/stx/2017-07-24 12_30_00.npz,5
stx/stx/2017-08-17 13_30_00.npz,1
stx/stx/2017-05-23 12_00_00.npz,15
stx/stx/2017-07-29 11_00_00.npz,1
stx/stx/2017-08-11 14_00_00.npz,15
stx/stx/2017-08-02 18_30_00.npz,3
stx/stx/2017-06-19 10_30_00.npz,7
stx/stx/2017-08-09 16_00_00.npz,4
stx/stx/2017-09-18 18_00_00.npz,2
stx/stx/2017-07-31 17_00_00.npz,1
stx/stx/2017-06-03 02_00_00.npz,2
stx/stx/2017-03-25 07_00_00.npz,1
stx/stx/2017-07-03 14_00_00.npz,1
stx/stx/2017-06-07 16_00_00.npz,2
stx/stx/2017-12-22 12_00_00.npz,5
stx/stx/2017-09-02 10_30_00.npz,1
stx/stx/2017-11-01 03_00_00.npz,2
stx/stx/2017-08-14 02_30_00.npz,2
stx/stx/2017-08-02 19_30_00.npz,3
stx/stx/2017-09-26 22_30_00.npz,3
stx/stx/2017-09-19 01_00_00.npz,8
stx/stx/2017-03-28 14_00_00.npz,1
stx/stx/2017-03-05 23_30_00.npz,5
stx/stx/2017-09-18 21_30_00.npz,3
stx/stx/2017-12-22 11_00_00.npz,2
stx/stx/2017-07-16 18_30_00.npz,3
stx/stx/2017-05-31 23_00_00.npz,7
stx/stx/2017-08-15 12_30_00.npz,4
stx/stx/2017-07-17 18_00_00.npz,4
stx/stx/2017-05-11 01_00_00.npz,5
stx/stx/2017-07-15 09_30_00.npz,2
stx/stx/2017-07-04 04_00_00.npz,1
stx/stx/2017-05-31 12_30_00.npz,4
stx/stx/2017-09-27 16_30_00.npz,3
stx/stx/2017-01-17 05_00_00.npz,2
stx/stx/2017-10-27 19_00_00.npz,8
stx/stx/2017-07-22 01_30_00.npz,2
stx/stx/2017-05-29 03_00_00.npz,6
stx/stx/2017-07-15 12_00_00.npz,5
stx/stx/2017-05-21 21_30_00.npz,3
stx/stx/2017-06-18 22_30_00.npz,9
stx/stx/2017-08-03 20_00_00.npz,4
stx/stx/2017-12-19 00_00_00.npz,4
stx/stx/2017-10-10 10_00_00.npz,8
stx/stx/2017-03-06 16_00_00.npz,2
stx/stx/2017-01-18 10_00_00.npz,5
stx/stx/2017-07-10 00_30_00.npz,7
stx/stx/2017-09-27 22_00_00.npz,2
stx/stx/2017-04-02 23_00_00.npz,6
stx/stx/2017-07-23 16_00_00.npz,5
stx/stx/2017-04-11 19_00_00.npz,2
stx/stx/2017-07-04 10_00_00.npz,4
stx/stx/2017-12-19 02_00_00.npz,1
stx/stx/2017-04-30 10_00_00.npz,11
stx/stx/2017-12-06 02_00_00.npz,6
stx/stx/2017-08-15 17_00_00.npz,4
stx/stx/2017-12-03 23_00_00.npz,3
stx/stx/2017-04-02 22_30_00.npz,5
stx/stx/2017-08-13 17_30_00.npz,3
stx/stx/2017-03-29 15_00_00.npz,4
stx/stx/2017-04-22 09_30_00.npz,2
stx/stx/2017-09-27 03_00_00.npz,1
stx/stx/2017-04-18 03_30_00.npz,6
stx/stx/2017-10-20 04_00_00.npz,1
stx/stx/2017-12-19 16_30_00.npz,6
stx/stx/2017-05-21 18_00_00.npz,3
stx/stx/2017-06-18 23_30_00.npz,11
stx/stx/2017-06-02 14_30_00.npz,1
stx/stx/2017-03-24 19_30_00.npz,5
stx/stx/2017-08-14 22_00_00.npz,1
stx/stx/2017-06-24 13_00_00.npz,11
stx/stx/2017-07-07 23_30_00.npz,5
stx/stx/2017-04-26 10_30_00.npz,1
stx/stx/2017-04-18 17_00_00.npz,1
stx/stx/2017-02-20 15_30_00.npz,2
stx/stx/2017-08-05 23_00_00.npz,5
stx/stx/2017-05-31 14_00_00.npz,9
stx/stx/2017-07-23 18_00_00.npz,2
stx/stx/2017-12-20 04_00_00.npz,5
stx/stx/2017-06-29 18_00_00.npz,4
stx/stx/2017-08-02 23_00_00.npz,10
stx/stx/2017-09-28 22_00_00.npz,16
stx/stx/2017-06-29 13_00_00.npz,7
stx/stx/2017-05-11 00_30_00.npz,2
stx/stx/2017-04-02 03_00_00.npz,5
stx/stx/2017-08-30 08_30_00.npz,1
stx/stx/2017-06-21 22_30_00.npz,11
stx/stx/2017-05-11 00_00_00.npz,4
stx/stx/2017-02-17 22_30_00.npz,5
stx/stx/2017-08-10 20_00_00.npz,7
stx/stx/2017-12-03 17_00_00.npz,4
stx/stx/2017-09-29 13_00_00.npz,9
stx/stx/2017-03-13 09_00_00.npz,3
stx/stx/2017-05-22 17_00_00.npz,2
stx/stx/2017-12-23 03_30_00.npz,5
stx/stx/2017-04-18 17_30_00.npz,2
stx/stx/2017-10-20 02_30_00.npz,1
stx/stx/2017-06-05 11_30_00.npz,4
stx/stx/2017-06-22 22_30_00.npz,6
stx/stx/2017-06-14 01_00_00.npz,7
stx/stx/2017-07-04 13_00_00.npz,9
stx/stx/2017-05-09 17_30_00.npz,7
stx/stx/2017-04-10 22_30_00.npz,6
stx/stx/2017-04-14 08_30_00.npz,1
stx/stx/2017-06-29 19_00_00.npz,1
stx/stx/2017-07-02 21_00_00.npz,2
stx/stx/2017-08-07 15_00_00.npz,1
stx/stx/2017-11-12 13_00_00.npz,4
stx/stx/2017-06-01 23_30_00.npz,4
stx/stx/2017-09-27 13_30_00.npz,6
stx/stx/2017-09-21 00_30_00.npz,1
stx/stx/2017-06-25 15_00_00.npz,5
stx/stx/2017-03-25 16_30_00.npz,3
stx/stx/2017-06-07 03_30_00.npz,7
stx/stx/2017-01-14 10_00_00.npz,3
stx/stx/2017-07-30 08_30_00.npz,2
stx/stx/2017-01-06 18_00_00.npz,6
stx/stx/2017-08-16 23_30_00.npz,5
stx/stx/2017-05-03 10_00_00.npz,3
stx/stx/2017-07-23 23_30_00.npz,5
stx/stx/2017-06-29 12_30_00.npz,3
stx/stx/2017-11-08 16_30_00.npz,12
stx/stx/2017-12-22 23_00_00.npz,15
stx/stx/2017-06-24 03_30_00.npz,2
stx/stx/2017-12-06 08_30_00.npz,1
stx/stx/2017-05-21 11_00_00.npz,1
stx/stx/2017-01-16 13_00_00.npz,16
stx/stx/2017-04-02 08_00_00.npz,1
stx/stx/2017-12-26 13_00_00.npz,2
stx/stx/2017-12-20 00_00_00.npz,13
stx/stx/2017-05-31 16_30_00.npz,4
stx/stx/2017-10-20 14_00_00.npz,7
stx/stx/2017-07-02 22_00_00.npz,7
stx/stx/2017-08-07 06_00_00.npz,5
stx/stx/2017-08-23 10_00_00.npz,13
stx/stx/2017-08-02 20_00_00.npz,6
stx/stx/2017-04-17 17_30_00.npz,8
stx/stx/2017-09-18 10_00_00.npz,3
stx/stx/2017-05-28 11_00_00.npz,1
stx/stx/2017-09-28 22_30_00.npz,5
stx/stx/2017-07-07 00_00_00.npz,4
stx/stx/2017-08-29 19_00_00.npz,9
stx/stx/2017-09-20 01_30_00.npz,3
stx/stx/2017-08-11 15_30_00.npz,20
stx/stx/2017-07-05 19_30_00.npz,3
stx/stx/2017-01-15 23_00_00.npz,2
stx/stx/2017-06-22 19_00_00.npz,1
stx/stx/2017-10-22 00_00_00.npz,1
stx/stx/2017-06-25 05_30_00.npz,2
stx/stx/2017-05-18 21_00_00.npz,8
stx/stx/2017-05-19 03_30_00.npz,1
stx/stx/2017-05-10 23_30_00.npz,14
stx/stx/2017-08-17 19_30_00.npz,3
stx/stx/2017-01-01 11_00_00.npz,1
stx/stx/2017-06-06 11_30_00.npz,6
stx/stx/2017-01-17 16_00_00.npz,8
stx/stx/2017-05-28 02_00_00.npz,2
stx/stx/2017-05-09 15_00_00.npz,2
stx/stx/2017-11-16 14_00_00.npz,2
stx/stx/2017-06-24 20_30_00.npz,18
stx/stx/2017-08-12 13_30_00.npz,12
stx/stx/2017-04-29 18_30_00.npz,4
stx/stx/2017-12-23 02_00_00.npz,8
stx/stx/2017-08-15 10_30_00.npz,1
stx/stx/2017-10-04 04_00_00.npz,2
stx/stx/2017-07-05 22_30_00.npz,4
stx/stx/2017-05-21 04_00_00.npz,7
stx/stx/2017-10-03 19_30_00.npz,3
stx/stx/2017-08-13 22_30_00.npz,2
stx/stx/2017-05-23 14_30_00.npz,2
stx/stx/2017-07-01 02_00_00.npz,7
stx/stx/2017-10-22 17_00_00.npz,2
stx/stx/2017-06-02 05_00_00.npz,1
stx/stx/2017-02-14 17_00_00.npz,18
stx/stx/2017-01-18 17_30_00.npz,4
stx/stx/2017-09-16 18_00_00.npz,1
stx/stx/2017-10-31 19_00_00.npz,3
stx/stx/2017-07-15 04_00_00.npz,1
stx/stx/2017-08-17 21_30_00.npz,3
stx/stx/2017-08-13 10_00_00.npz,4
stx/stx/2017-08-05 19_00_00.npz,1
stx/stx/2017-04-11 16_30_00.npz,6
stx/stx/2017-07-18 18_00_00.npz,6
stx/stx/2017-08-04 19_30_00.npz,2
stx/stx/2017-08-17 09_30_00.npz,7
stx/stx/2017-05-10 17_30_00.npz,6
stx/stx/2017-07-16 01_30_00.npz,2
stx/stx/2017-05-10 20_00_00.npz,11
stx/stx/2017-02-20 03_00_00.npz,1
stx/stx/2017-06-14 04_30_00.npz,2
stx/stx/2017-03-25 06_00_00.npz,2
stx/stx/2017-04-02 14_30_00.npz,9
stx/stx/2017-01-18 03_00_00.npz,3
stx/stx/2017-07-05 21_00_00.npz,3
stx/stx/2017-08-16 00_00_00.npz,2
stx/stx/2017-03-25 17_00_00.npz,1
stx/stx/2017-07-07 22_00_00.npz,10
stx/stx/2017-06-29 10_00_00.npz,4
stx/stx/2017-09-17 17_30_00.npz,8
stx/stx/2017-08-13 22_00_00.npz,6
stx/stx/2017-09-28 03_00_00.npz,2
stx/stx/2017-01-22 00_00_00.npz,15
stx/stx/2017-04-05 03_30_00.npz,7
stx/stx/2017-07-22 15_30_00.npz,7
stx/stx/2017-04-29 19_30_00.npz,3
stx/stx/2017-04-17 18_00_00.npz,6
stx/stx/2017-03-12 06_00_00.npz,1
stx/stx/2017-08-13 16_00_00.npz,5
stx/stx/2017-05-20 21_30_00.npz,4
stx/stx/2017-12-19 21_00_00.npz,3
stx/stx/2017-06-01 20_00_00.npz,5
stx/stx/2017-08-05 18_00_00.npz,5
stx/stx/2017-11-08 20_00_00.npz,4
stx/stx/2017-06-23 22_30_00.npz,7
stx/stx/2017-01-15 05_30_00.npz,2
stx/stx/2017-02-17 19_30_00.npz,3
stx/stx/2017-03-22 13_00_00.npz,3
stx/stx/2017-08-13 21_30_00.npz,1
stx/stx/2017-08-16 01_00_00.npz,4
stx/stx/2017-10-22 12_00_00.npz,12
stx/stx/2017-10-05 01_30_00.npz,2
stx/stx/2017-06-05 16_00_00.npz,17
stx/stx/2017-07-12 19_30_00.npz,2
stx/stx/2017-06-10 00_00_00.npz,3
stx/stx/2017-05-04 03_00_00.npz,9
stx/stx/2017-09-27 03_30_00.npz,1
stx/stx/2017-04-02 22_00_00.npz,4
stx/stx/2017-08-12 19_30_00.npz,1
stx/stx/2017-05-23 13_30_00.npz,2
stx/stx/2017-07-11 18_30_00.npz,3
stx/stx/2017-06-23 03_30_00.npz,1
stx/stx/2017-07-27 22_00_00.npz,6
stx/stx/2017-05-19 19_30_00.npz,13
stx/stx/2017-05-09 16_30_00.npz,2
stx/stx/2017-07-12 18_30_00.npz,4
stx/stx/2017-08-08 21_00_00.npz,8
stx/stx/2017-06-25 16_30_00.npz,3
stx/stx/2017-08-30 09_00_00.npz,1
stx/stx/2017-08-30 17_30_00.npz,7
stx/stx/2017-02-20 14_30_00.npz,4
stx/stx/2017-07-16 19_00_00.npz,3
stx/stx/2017-04-18 10_00_00.npz,1
stx/stx/2017-05-09 22_30_00.npz,6
stx/stx/2017-08-01 15_30_00.npz,7
stx/stx/2017-09-17 01_00_00.npz,1
stx/stx/2017-04-11 22_30_00.npz,4
stx/stx/2017-07-29 17_30_00.npz,9
stx/stx/2017-02-27 23_00_00.npz,9
stx/stx/2017-04-18 16_30_00.npz,1
stx/stx/2017-07-31 19_00_00.npz,3
stx/stx/2017-07-09 15_00_00.npz,2
stx/stx/2017-04-11 02_00_00.npz,6
stx/stx/2017-09-18 16_00_00.npz,6
stx/stx/2017-04-11 21_00_00.npz,4
stx/stx/2017-03-11 13_00_00.npz,6
stx/stx/2017-05-29 00_00_00.npz,20
stx/stx/2017-03-08 00_30_00.npz,20
stx/stx/2017-03-11 09_00_00.npz,1
stx/stx/2017-05-19 16_30_00.npz,1
stx/stx/2017-08-08 13_00_00.npz,1
stx/stx/2017-10-10 03_00_00.npz,3
stx/stx/2017-08-15 06_00_00.npz,1
stx/stx/2017-08-02 06_30_00.npz,1
stx/stx/2017-08-12 13_00_00.npz,7
stx/stx/2017-08-13 15_30_00.npz,3
stx/stx/2017-12-20 05_30_00.npz,2
stx/stx/2017-10-20 16_30_00.npz,1
stx/stx/2017-03-25 04_00_00.npz,4
stx/stx/2017-02-20 10_00_00.npz,2
stx/stx/2017-07-15 14_00_00.npz,17
stx/stx/2017-06-26 01_30_00.npz,6
stx/stx/2017-02-20 07_00_00.npz,1
stx/stx/2017-07-08 01_00_00.npz,3
stx/stx/2017-01-17 19_00_00.npz,16
stx/stx/2017-05-03 13_30_00.npz,14
stx/stx/2017-01-18 01_30_00.npz,7
stx/stx/2017-06-19 02_00_00.npz,4
stx/stx/2017-01-20 23_00_00.npz,4
stx/stx/2017-02-14 02_30_00.npz,3
stx/stx/2017-08-12 16_30_00.npz,1
stx/stx/2017-04-10 22_00_00.npz,10
stx/stx/2017-02-18 02_00_00.npz,2
stx/stx/2017-05-17 03_30_00.npz,2
stx/stx/2017-02-27 20_30_00.npz,5
stx/stx/2017-09-28 00_00_00.npz,4
stx/stx/2017-06-22 17_00_00.npz,9
stx/stx/2017-10-10 18_00_00.npz,11
stx/stx/2017-08-14 18_00_00.npz,2
stx/stx/2017-02-21 14_00_00.npz,3
stx/stx/2017-04-02 13_00_00.npz,13
stx/stx/2017-04-26 13_00_00.npz,11
stx/stx/2017-05-30 21_00_00.npz,3
stx/stx/2017-07-12 22_30_00.npz,6
stx/stx/2017-06-05 23_30_00.npz,14
stx/stx/2017-08-20 21_30_00.npz,7
stx/stx/2017-04-14 03_00_00.npz,7
stx/stx/2017-07-13 00_00_00.npz,6
stx/stx/2017-04-02 14_00_00.npz,11
stx/stx/2017-02-27 11_00_00.npz,4
stx/stx/2017-12-22 18_30_00.npz,8
stx/stx/2017-06-09 22_00_00.npz,6
stx/stx/2017-07-27 22_30_00.npz,7
stx/stx/2017-11-08 11_00_00.npz,6
stx/stx/2017-08-11 09_30_00.npz,1
stx/stx/2017-07-23 20_30_00.npz,1
stx/stx/2017-05-03 23_30_00.npz,14
stx/stx/2017-01-18 11_30_00.npz,2
stx/stx/2017-06-21 22_00_00.npz,20
stx/stx/2017-08-05 20_00_00.npz,8
stx/stx/2017-09-29 10_00_00.npz,9
stx/stx/2017-06-01 01_00_00.npz,3
stx/stx/2017-10-21 22_00_00.npz,12
stx/stx/2017-07-12 16_00_00.npz,8
stx/stx/2017-05-03 18_30_00.npz,3
stx/stx/2017-12-22 17_00_00.npz,12
stx/stx/2017-05-12 05_00_00.npz,1
stx/stx/2017-03-24 23_00_00.npz,8
stx/stx/2017-05-19 19_00_00.npz,9
stx/stx/2017-12-19 13_00_00.npz,6
stx/stx/2017-06-06 22_30_00.npz,5
stx/stx/2017-09-25 21_00_00.npz,19
stx/stx/2017-03-07 15_00_00.npz,16
stx/stx/2017-02-20 23_00_00.npz,2
